,Unnamed: 0,category,filename,label,shard_iid,shard_non_iid
161,144,Black-grass,train/Black-grass/9443199bb.png,0,5,1
162,111,Black-grass,train/Black-grass/6e193f1bb.png,0,1,1
163,112,Black-grass,train/Black-grass/7050b0b8a.png,0,0,1
164,122,Black-grass,train/Black-grass/7e1bf9449.png,0,8,1
165,19,Black-grass,train/Black-grass/1276dffba.png,0,2,1
166,254,Black-grass,train/Black-grass/f4b7ddbce.png,0,0,1
167,93,Black-grass,train/Black-grass/5a8b75712.png,0,6,1
168,87,Black-grass,train/Black-grass/54b2dac6e.png,0,4,1
169,142,Black-grass,train/Black-grass/92e5fcce4.png,0,9,1
170,204,Black-grass,train/Black-grass/c8884407d.png,0,9,1
171,135,Black-grass,train/Black-grass/891c720f8.png,0,9,1
172,181,Black-grass,train/Black-grass/afaade548.png,0,5,1
173,244,Black-grass,train/Black-grass/ed0bc2794.png,0,0,1
174,113,Black-grass,train/Black-grass/70bfa70ff.png,0,9,1
175,180,Black-grass,train/Black-grass/af3e2c6da.png,0,4,1
176,15,Black-grass,train/Black-grass/0d4f74f4a.png,0,3,1
177,96,Black-grass,train/Black-grass/5db29d0b5.png,0,9,1
178,12,Black-grass,train/Black-grass/0c67c3fc3.png,0,8,1
179,252,Black-grass,train/Black-grass/f423f84da.png,0,7,1
180,92,Black-grass,train/Black-grass/5a1295fb4.png,0,3,1
181,211,Black-grass,train/Black-grass/d090d6b25.png,0,1,1
182,71,Black-grass,train/Black-grass/455546801.png,0,3,1
183,123,Black-grass,train/Black-grass/7f37cd4e4.png,0,1,1
184,217,Black-grass,train/Black-grass/d441eeda3.png,0,4,1
185,209,Black-grass,train/Black-grass/cd8031a0c.png,0,3,1
186,228,Black-grass,train/Black-grass/dde665ea5.png,0,9,1
187,246,Black-grass,train/Black-grass/ed4b42936.png,0,0,1
188,218,Black-grass,train/Black-grass/d6036a0f4.png,0,0,1
189,108,Black-grass,train/Black-grass/6afa7c717.png,0,7,1
190,174,Black-grass,train/Black-grass/ac47ebc4d.png,0,4,1
191,155,Black-grass,train/Black-grass/a08892355.png,0,0,1
192,74,Black-grass,train/Black-grass/48141d6a7.png,0,2,1
193,39,Black-grass,train/Black-grass/26103af9c.png,0,6,1
194,107,Black-grass,train/Black-grass/6aabdeb45.png,0,0,1
195,22,Black-grass,train/Black-grass/14719a83e.png,0,5,1
196,182,Black-grass,train/Black-grass/b024eeb75.png,0,5,1
197,84,Black-grass,train/Black-grass/5212d8564.png,0,0,1
198,134,Black-grass,train/Black-grass/88fceea2f.png,0,1,1
199,57,Black-grass,train/Black-grass/3b7266ac3.png,0,6,1
200,90,Black-grass,train/Black-grass/594485a0c.png,0,6,6
201,17,Black-grass,train/Black-grass/0e91f92a1.png,0,0,6
202,79,Black-grass,train/Black-grass/4cd2a07dd.png,0,2,6
203,236,Black-grass,train/Black-grass/e62aa6d6e.png,0,6,6
204,69,Black-grass,train/Black-grass/42af989bc.png,0,6,6
205,177,Black-grass,train/Black-grass/ade525bad.png,0,5,6
206,178,Black-grass,train/Black-grass/ae8f69724.png,0,1,6
207,168,Black-grass,train/Black-grass/a8cdae28a.png,0,4,6
208,128,Black-grass,train/Black-grass/82e0d98d2.png,0,9,6
209,150,Black-grass,train/Black-grass/9b1c42272.png,0,8,6
210,255,Black-grass,train/Black-grass/f5ca3d442.png,0,2,6
211,63,Black-grass,train/Black-grass/3fb361e79.png,0,1,6
212,140,Black-grass,train/Black-grass/90ea1e327.png,0,0,6
213,520,Charlock,train/Charlock/ae813adcd.png,1,2,6
214,444,Charlock,train/Charlock/7d16f8f00.png,1,1,6
215,457,Charlock,train/Charlock/85637dbdc.png,1,6,6
216,382,Charlock,train/Charlock/5d820b1cb.png,1,0,6
217,575,Charlock,train/Charlock/d0641b545.png,1,7,6
218,649,Charlock,train/Charlock/fd3e62689.png,1,4,6
219,599,Charlock,train/Charlock/ddf0958d2.png,1,0,6
220,488,Charlock,train/Charlock/99f80eb00.png,1,1,6
221,286,Charlock,train/Charlock/11185184a.png,1,1,6
222,358,Charlock,train/Charlock/47c2398c9.png,1,1,6
223,447,Charlock,train/Charlock/7f6d9ef11.png,1,6,6
224,518,Charlock,train/Charlock/ae5116f62.png,1,4,6
225,472,Charlock,train/Charlock/8de73f114.png,1,1,6
226,301,Charlock,train/Charlock/1876d091f.png,1,3,6
227,499,Charlock,train/Charlock/a1f862ba9.png,1,9,6
228,281,Charlock,train/Charlock/0f951d51e.png,1,4,6
229,437,Charlock,train/Charlock/78fc2ef58.png,1,6,6
230,553,Charlock,train/Charlock/c397b8d1a.png,1,6,6
231,372,Charlock,train/Charlock/55d410aca.png,1,6,6
232,416,Charlock,train/Charlock/6e891673a.png,1,9,6
233,644,Charlock,train/Charlock/f9a6d5127.png,1,5,6
234,621,Charlock,train/Charlock/ec205ced8.png,1,4,6
235,539,Charlock,train/Charlock/bdc8e6025.png,1,7,6
236,505,Charlock,train/Charlock/a631f152b.png,1,8,6
237,485,Charlock,train/Charlock/97907da1a.png,1,8,6
238,455,Charlock,train/Charlock/846db9b8a.png,1,5,6
239,593,Charlock,train/Charlock/db96c0bab.png,1,5,6
240,467,Charlock,train/Charlock/8b3f0fba7.png,1,2,6
241,548,Charlock,train/Charlock/c0e365810.png,1,9,6
242,421,Charlock,train/Charlock/704e5bf0a.png,1,2,6
243,483,Charlock,train/Charlock/95d959662.png,1,7,6
244,406,Charlock,train/Charlock/6a3339ef1.png,1,0,6
245,619,Charlock,train/Charlock/ead0df392.png,1,5,6
246,468,Charlock,train/Charlock/8c9c6b343.png,1,0,6
247,359,Charlock,train/Charlock/48ca70ed5.png,1,8,6
248,585,Charlock,train/Charlock/d733b32d8.png,1,1,6
249,282,Charlock,train/Charlock/0fa930fa9.png,1,6,6
250,623,Charlock,train/Charlock/ec615729c.png,1,1,6
251,500,Charlock,train/Charlock/a30113dfc.png,1,1,6
252,426,Charlock,train/Charlock/730875fd4.png,1,4,6
253,448,Charlock,train/Charlock/8194b5c6a.png,1,7,6
254,612,Charlock,train/Charlock/e6918f541.png,1,2,6
255,573,Charlock,train/Charlock/cf04964e6.png,1,0,6
256,509,Charlock,train/Charlock/a880d32f3.png,1,3,6
257,529,Charlock,train/Charlock/b525a32bc.png,1,0,6
258,496,Charlock,train/Charlock/9f24b0c83.png,1,8,6
259,556,Charlock,train/Charlock/c5cca5955.png,1,4,6
260,376,Charlock,train/Charlock/5841a3656.png,1,1,6
261,273,Charlock,train/Charlock/0b3167af8.png,1,6,6
262,470,Charlock,train/Charlock/8d16914a3.png,1,3,6
263,546,Charlock,train/Charlock/c0aac7fc2.png,1,3,6
264,620,Charlock,train/Charlock/eb9d116cf.png,1,2,6
265,409,Charlock,train/Charlock/6aae02cb3.png,1,0,6
266,407,Charlock,train/Charlock/6a773e6f5.png,1,4,6
267,440,Charlock,train/Charlock/7b28fc70e.png,1,1,6
268,515,Charlock,train/Charlock/ad5acca39.png,1,1,6
269,316,Charlock,train/Charlock/2097eebd0.png,1,4,6
270,629,Charlock,train/Charlock/eeee1a97b.png,1,3,6
271,446,Charlock,train/Charlock/7f251fb9d.png,1,5,6
272,279,Charlock,train/Charlock/0e51b1876.png,1,6,6
273,452,Charlock,train/Charlock/82b303659.png,1,2,6
274,305,Charlock,train/Charlock/1b534df5b.png,1,4,6
275,342,Charlock,train/Charlock/3ba14a843.png,1,6,6
276,544,Charlock,train/Charlock/bfab71be4.png,1,7,6
277,614,Charlock,train/Charlock/e795c53c9.png,1,7,6
278,408,Charlock,train/Charlock/6a84bdf5f.png,1,8,6
279,344,Charlock,train/Charlock/3d32fbf63.png,1,0,6
280,640,Charlock,train/Charlock/f5eec02cf.png,1,1,6
281,571,Charlock,train/Charlock/cdbf55495.png,1,4,6
282,609,Charlock,train/Charlock/e28fd1de4.png,1,9,6
283,502,Charlock,train/Charlock/a501dcf4b.png,1,7,6
284,304,Charlock,train/Charlock/1b31ec656.png,1,1,6
285,284,Charlock,train/Charlock/10b7d4de4.png,1,8,6
286,271,Charlock,train/Charlock/0a7e1ca41.png,1,8,6
287,365,Charlock,train/Charlock/4e4234576.png,1,5,6
288,399,Charlock,train/Charlock/67af4b8ca.png,1,9,6
289,647,Charlock,train/Charlock/fc584691c.png,1,9,6
290,604,Charlock,train/Charlock/df7d711a9.png,1,1,6
291,469,Charlock,train/Charlock/8cc7a03c6.png,1,3,6
292,473,Charlock,train/Charlock/8df0f80e9.png,1,8,6
293,374,Charlock,train/Charlock/566cd15f1.png,1,5,6
294,580,Charlock,train/Charlock/d37702684.png,1,7,6
295,568,Charlock,train/Charlock/ca8f0f871.png,1,3,6
296,318,Charlock,train/Charlock/23bf27e1f.png,1,5,6
297,523,Charlock,train/Charlock/b10fcd298.png,1,0,6
298,491,Charlock,train/Charlock/9b419387b.png,1,2,6
299,464,Charlock,train/Charlock/89b586174.png,1,0,6
300,351,Charlock,train/Charlock/420c6475c.png,1,8,6
301,277,Charlock,train/Charlock/0dba71eba.png,1,6,6
302,513,Charlock,train/Charlock/abb06eb1e.png,1,0,6
303,608,Charlock,train/Charlock/e262e89e9.png,1,5,6
304,380,Charlock,train/Charlock/5c75eae98.png,1,6,6
305,528,Charlock,train/Charlock/b50f12de9.png,1,7,6
306,628,Charlock,train/Charlock/ee4a02bf9.png,1,9,6
307,562,Charlock,train/Charlock/c8b44af53.png,1,5,6
308,588,Charlock,train/Charlock/d8da05d11.png,1,5,6
309,642,Charlock,train/Charlock/f7edd4688.png,1,6,6
310,643,Charlock,train/Charlock/f81c60e7b.png,1,2,6
311,381,Charlock,train/Charlock/5ca18ec83.png,1,6,6
312,592,Charlock,train/Charlock/da2aa8585.png,1,8,6
313,270,Charlock,train/Charlock/09f038ce4.png,1,7,6
314,462,Charlock,train/Charlock/88c5a0b11.png,1,0,6
315,388,Charlock,train/Charlock/60d99c56c.png,1,7,6
316,551,Charlock,train/Charlock/c291766ce.png,1,5,6
317,350,Charlock,train/Charlock/412966c74.png,1,7,6
318,433,Charlock,train/Charlock/7603e9dc8.png,1,5,6
319,298,Charlock,train/Charlock/1716acd53.png,1,1,6
320,552,Charlock,train/Charlock/c2a1c8163.png,1,5,6
321,530,Charlock,train/Charlock/b53281833.png,1,3,6
322,275,Charlock,train/Charlock/0cf0581b1.png,1,9,6
323,650,Charlock,train/Charlock/fd5021432.png,1,5,6
324,417,Charlock,train/Charlock/6ea9a8d71.png,1,9,6
325,490,Charlock,train/Charlock/9ae330eda.png,1,7,6
326,402,Charlock,train/Charlock/69734d263.png,1,7,6
327,329,Charlock,train/Charlock/32fc83278.png,1,3,6
328,410,Charlock,train/Charlock/6b0964b5e.png,1,1,6
329,521,Charlock,train/Charlock/afba2f2ad.png,1,7,6
330,503,Charlock,train/Charlock/a51f29e7d.png,1,1,6
331,312,Charlock,train/Charlock/1fb63feb5.png,1,4,6
332,606,Charlock,train/Charlock/e23998a9b.png,1,6,6
333,622,Charlock,train/Charlock/ec48facfa.png,1,8,6
334,645,Charlock,train/Charlock/fc0a2a9b8.png,1,4,6
335,605,Charlock,train/Charlock/dfb3d9a79.png,1,1,6
336,357,Charlock,train/Charlock/476068dcb.png,1,5,6
337,646,Charlock,train/Charlock/fc3e15a2e.png,1,9,6
338,403,Charlock,train/Charlock/69ee68f42.png,1,4,6
339,540,Charlock,train/Charlock/bde26ebbb.png,1,4,6
340,624,Charlock,train/Charlock/ec84cacfe.png,1,0,6
341,366,Charlock,train/Charlock/503bc583a.png,1,9,6
342,564,Charlock,train/Charlock/c9601d3ab.png,1,3,6
343,424,Charlock,train/Charlock/7249f8ad5.png,1,2,6
344,353,Charlock,train/Charlock/42868a82d.png,1,5,6
345,355,Charlock,train/Charlock/447c52f72.png,1,7,6
346,586,Charlock,train/Charlock/d8690d738.png,1,9,6
347,547,Charlock,train/Charlock/c0ae1e074.png,1,8,6
348,487,Charlock,train/Charlock/99a661104.png,1,6,6
349,339,Charlock,train/Charlock/3ac96f88f.png,1,8,6
350,610,Charlock,train/Charlock/e5868b452.png,1,1,6
351,412,Charlock,train/Charlock/6ccccc87f.png,1,6,6
352,340,Charlock,train/Charlock/3b2ae0151.png,1,9,6
353,456,Charlock,train/Charlock/84e4249ae.png,1,1,6
354,474,Charlock,train/Charlock/8f4d248bd.png,1,8,6
355,396,Charlock,train/Charlock/66815e7fd.png,1,1,6
356,616,Charlock,train/Charlock/e84b5ba79.png,1,7,6
357,634,Charlock,train/Charlock/f11e74453.png,1,8,6
358,450,Charlock,train/Charlock/819cf3a32.png,1,3,6
359,583,Charlock,train/Charlock/d5f629eb0.png,1,8,6
360,330,Charlock,train/Charlock/34842c4a1.png,1,0,6
361,295,Charlock,train/Charlock/167202290.png,1,6,6
362,504,Charlock,train/Charlock/a5470a35a.png,1,0,6
363,578,Charlock,train/Charlock/d31803377.png,1,1,6
364,320,Charlock,train/Charlock/270209308.png,1,3,6
365,454,Charlock,train/Charlock/84281dd7c.png,1,4,6
366,414,Charlock,train/Charlock/6dd8febb5.png,1,4,6
367,418,Charlock,train/Charlock/6ed6398a3.png,1,4,6
368,317,Charlock,train/Charlock/20b955bc3.png,1,2,6
369,618,Charlock,train/Charlock/ea31723d5.png,1,3,6
370,337,Charlock,train/Charlock/385a498a1.png,1,0,6
371,603,Charlock,train/Charlock/df586ac63.png,1,2,6
372,391,Charlock,train/Charlock/63a15c42c.png,1,8,6
373,632,Charlock,train/Charlock/f0a9c3b66.png,1,3,6
374,459,Charlock,train/Charlock/8705afe70.png,1,8,6
375,631,Charlock,train/Charlock/efdd9e2ea.png,1,2,6
376,300,Charlock,train/Charlock/17fa6cd9c.png,1,6,6
377,434,Charlock,train/Charlock/781470a54.png,1,7,6
378,533,Charlock,train/Charlock/b8421d027.png,1,5,6
379,338,Charlock,train/Charlock/3981b625f.png,1,6,6
380,652,Charlock,train/Charlock/ffe349114.png,1,6,6
381,597,Charlock,train/Charlock/ddb90e66a.png,1,4,6
382,343,Charlock,train/Charlock/3c75e7d79.png,1,5,6
383,336,Charlock,train/Charlock/36fad6f5d.png,1,0,6
384,345,Charlock,train/Charlock/3d957e19d.png,1,6,6
385,636,Charlock,train/Charlock/f1f9ab9b0.png,1,5,6
386,508,Charlock,train/Charlock/a7f1b995f.png,1,9,6
387,397,Charlock,train/Charlock/66e9a00b7.png,1,8,6
388,415,Charlock,train/Charlock/6e31a4a1b.png,1,3,6
389,525,Charlock,train/Charlock/b1b089347.png,1,8,6
390,598,Charlock,train/Charlock/ddcc7d9bf.png,1,4,6
391,394,Charlock,train/Charlock/654bb174e.png,1,2,6
392,379,Charlock,train/Charlock/5b8301d7f.png,1,6,6
393,292,Charlock,train/Charlock/145635854.png,1,3,6
394,313,Charlock,train/Charlock/1fe41c75c.png,1,9,6
395,611,Charlock,train/Charlock/e5d2875b4.png,1,3,6
396,561,Charlock,train/Charlock/c842c829b.png,1,8,6
397,486,Charlock,train/Charlock/982f40990.png,1,9,6
398,272,Charlock,train/Charlock/0b2fba287.png,1,3,6
399,331,Charlock,train/Charlock/34ada5879.png,1,5,6
400,569,Charlock,train/Charlock/caa43063c.png,1,4,6
401,349,Charlock,train/Charlock/410598462.png,1,9,6
402,602,Charlock,train/Charlock/de2cf9517.png,1,1,6
403,436,Charlock,train/Charlock/78c15e337.png,1,5,6
404,280,Charlock,train/Charlock/0edcd02cd.png,1,8,6
405,267,Charlock,train/Charlock/0537577cd.png,1,2,6
406,303,Charlock,train/Charlock/1aae936b7.png,1,9,6
407,514,Charlock,train/Charlock/abe5f09d9.png,1,4,6
408,289,Charlock,train/Charlock/137d1ed87.png,1,5,6
409,384,Charlock,train/Charlock/5e2a94fb3.png,1,9,6
410,497,Charlock,train/Charlock/9ffcb543c.png,1,5,6
411,347,Charlock,train/Charlock/3e3cb2246.png,1,7,6
412,432,Charlock,train/Charlock/75e838f3e.png,1,3,6
413,400,Charlock,train/Charlock/67e37de9b.png,1,9,6
414,429,Charlock,train/Charlock/74dc2a5ae.png,1,6,6
415,294,Charlock,train/Charlock/1639ed813.png,1,2,6
416,559,Charlock,train/Charlock/c7ac56c83.png,1,8,6
417,584,Charlock,train/Charlock/d633facf4.png,1,1,6
418,346,Charlock,train/Charlock/3e2cf6dc3.png,1,6,6
419,263,Charlock,train/Charlock/022179d65.png,1,8,6
420,327,Charlock,train/Charlock/30a669574.png,1,9,6
421,596,Charlock,train/Charlock/dd021836c.png,1,0,6
422,537,Charlock,train/Charlock/bac8b25d8.png,1,6,6
423,489,Charlock,train/Charlock/9a3903864.png,1,5,6
424,524,Charlock,train/Charlock/b182916bb.png,1,6,6
425,268,Charlock,train/Charlock/084a9cb18.png,1,7,6
426,425,Charlock,train/Charlock/72f587775.png,1,8,6
427,290,Charlock,train/Charlock/13d67633c.png,1,3,6
428,307,Charlock,train/Charlock/1d9676402.png,1,9,6
429,445,Charlock,train/Charlock/7ed1aa0b2.png,1,1,6
430,641,Charlock,train/Charlock/f67425c37.png,1,4,6
431,550,Charlock,train/Charlock/c1b1e4f9d.png,1,7,6
432,625,Charlock,train/Charlock/ed260e354.png,1,9,6
433,288,Charlock,train/Charlock/137c4e78e.png,1,4,6
